Set temp : 24.5 degrees;
Current measured temp : 24.5 degrees;
Started getting logs and then increased set temperature to 30 degrees;
No stimulas applied to the sensor;
=========================================================================


PS C:\Users\DELL> python -m serial.tools.miniterm COM3 115200
--- Miniterm on COM3  115200,8,N,1 ---
--- Quit: Ctrl+] | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H ---
00:07:03.224 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.244 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.248 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.264 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.285 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.289 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.304 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.339 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 f4 7e
00:07:03.345 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.349 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.364 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.384 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.388 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.404 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.426 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.430 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.444 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.464 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.468 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.485 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.505 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.509 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.524 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.545 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.549 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.564 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.585 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.589 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.604 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.641 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 f4 7e
00:07:03.645 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.649 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.664 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.684 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.688 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.705 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.725 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.729 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.745 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.765 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.769 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.785 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.805 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.809 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.827 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.845 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.849 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.864 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.885 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.889 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.904 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.941 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 f4 7e
00:07:03.945 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.949 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:03.964 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:03.985 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:03.989 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.005 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.025 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:07:04.045 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:07:04.049 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:07:04.065 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:07:04.085 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:07:04.089 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:07:04.105 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:07:04.125 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:07:04.128 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:07:04.144 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:07:04.165 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:07:04.169 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:07:04.185 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:07:04.205 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:07:04.209 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:07:04.240 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 f4 7e
00:07:04.240 V: [rs485]: Set SPA id 0x0A
00:07:04.242 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:07:04.242 V: [rs485]: Sent Existing Client Response
00:07:04.264 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.268 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.285 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.306 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.309 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.325 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.345 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.349 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.365 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.385 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.389 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.405 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.426 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.429 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.445 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.466 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.469 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.485 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.506 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.509 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.540 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 f4 7e
00:07:04.545 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.565 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.568 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.585 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.606 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.610 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.627 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.645 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.649 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.665 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.686 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.689 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.705 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.726 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.729 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.745 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.766 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.769 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.785 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.806 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.810 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.840 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 f4 7e
00:07:04.845 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.866 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.870 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.885 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.906 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.910 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.925 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.946 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.949 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:04.965 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:04.986 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:04.989 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.005 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.026 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:07:05.046 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:07:05.049 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:07:05.066 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:07:05.086 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:07:05.089 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:07:05.105 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:07:05.140 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 f4 7e
00:07:05.141 V: [rs485]: Set SPA id 0x0A
00:07:05.142 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:07:05.142 V: [rs485]: Sent Existing Client Response
00:07:05.166 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.186 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.190 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.205 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.225 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.229 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.245 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.266 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.270 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.285 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.306 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.309 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.325 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.346 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.350 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.365 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.386 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.390 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.405 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.443 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 f4 7e
00:07:05.446 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.450 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.465 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.486 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.490 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.505 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.526 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.530 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.545 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.566 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.570 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.585 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.606 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.610 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.626 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.646 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.650 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.665 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.686 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.690 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.705 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.741 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 f4 7e
00:07:05.746 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.750 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.765 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.786 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.790 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.805 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.826 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.830 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.845 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.866 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.870 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.886 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.906 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.910 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.925 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.946 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.950 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:05.965 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:05.987 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:05.991 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.006 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.027 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:07:06.046 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:07:06.050 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:07:06.080 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 4d 7e
00:07:06.081 V: [rs485]: Set SPA id 0x0A
00:07:06.082 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:07:06.082 V: [rs485]: Sent Existing Client Response
00:07:06.086 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.106 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.109 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.126 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.146 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.150 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.165 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.186 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.191 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.206 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.228 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.232 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.246 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.266 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.270 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.286 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.306 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.310 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.341 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00 4d 7e
00:07:06.342 V: [Mess]: Status Response: 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 31 00 00 00 1e 00 00
00:07:06.761 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.765 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.769 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.772 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.777 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.780 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.784 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.789 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.792 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.796 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.800 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.805 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.808 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.813 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.817 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.821 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.825 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.829 V: [rs485]: Received: 10 - 7e 06 10 bf 20 32 77 7e
00:07:06.833 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:06.837 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:06.841 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:06.856 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 2b 7e
00:07:06.857 V: [Mess]: Status Response: 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00
00:07:07.362 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:07.371 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:07.379 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:07.387 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:07.396 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:07.404 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:07.413 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:07.423 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:07.431 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:07.439 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:07.443 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:07.451 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:07.455 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:07.459 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:07.463 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:07.466 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:07.471 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:07.475 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:07.478 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:07.483 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:07.487 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:07:07.502 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 2b 7e
00:07:07.505 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:07:07.510 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:07:07.513 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
