Date : 21/4/25

Set Temp 30 degree
measured temp is 24

started logs and then gave stimulus;
Temp reached to 31 degrees, relay sound came; stoped logs; 


PS C:\Users\DELL> python -m serial.tools.miniterm COM3 115200
--- Miniterm on COM3  115200,8,N,1 ---
--- Quit: Ctrl+] | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H ---
00:10:04.092 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.113 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.117 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.133 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.153 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.157 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.173 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.207 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:04.213 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.218 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.233 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.253 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.257 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.273 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.293 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.297 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.313 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.333 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.337 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.353 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.374 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.378 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.393 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.413 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.416 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.433 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.453 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.457 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.473 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.510 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:04.513 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.517 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.534 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.553 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.557 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.573 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.594 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.597 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.613 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.634 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.638 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.653 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.674 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.678 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.694 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:10:04.713 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:10:04.734 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:10:04.738 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:10:04.753 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:10:04.773 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:10:04.777 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:10:04.808 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:04.808 V: [rs485]: Set SPA id 0x0A
00:10:04.810 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:10:04.810 V: [rs485]: Sent Existing Client Response
00:10:04.834 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.838 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.853 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.874 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.878 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.893 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.913 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.917 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.934 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.954 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.958 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:04.973 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:04.994 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:04.998 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.013 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.035 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.038 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.053 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.074 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.078 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.108 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:05.113 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.134 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.137 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.154 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.174 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.178 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.195 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.214 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.218 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.234 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.254 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.258 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.274 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.297 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.300 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.314 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.335 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.338 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.354 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.375 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.378 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.409 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:05.414 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.435 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.438 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.454 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.475 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.478 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.494 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.515 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.518 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.534 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.554 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.558 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.574 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.595 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.598 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.614 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.634 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.638 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.654 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.675 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.679 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.696 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:10:05.714 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:10:05.748 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:05.749 V: [rs485]: Set SPA id 0x0A
00:10:05.750 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:10:05.750 V: [rs485]: Sent Existing Client Response
00:10:05.755 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.759 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.774 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.795 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.799 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.814 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.835 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.839 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.855 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.875 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.879 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.894 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.914 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.918 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.934 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:05.955 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:05.959 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:05.974 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.009 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:06.015 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.019 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.035 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.055 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.058 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.075 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.098 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.101 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.115 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.135 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.138 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.155 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.175 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.179 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.195 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.216 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.220 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.235 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.256 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.259 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.275 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.310 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:06.316 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.320 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.335 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.356 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.359 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.375 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.396 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.399 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.415 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.436 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.440 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.455 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.476 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.480 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.496 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.516 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.520 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.535 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.555 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.559 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.575 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.610 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:06.616 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.619 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.635 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.656 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.660 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.675 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.696 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:10:06.716 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:10:06.720 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:10:06.735 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:10:06.756 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:10:06.759 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:10:06.775 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:10:06.796 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:10:06.799 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:10:06.815 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:10:06.836 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:10:06.840 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:10:06.856 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:10:06.876 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:10:06.880 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:10:06.913 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:06.913 V: [rs485]: Set SPA id 0x0A
00:10:06.914 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:10:06.915 V: [rs485]: Sent Existing Client Response
00:10:06.918 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.936 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.940 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.956 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:06.976 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:06.980 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:06.996 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:07.017 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:07.020 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:07.036 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:07.056 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:07.059 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:07.076 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:07.097 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:07.100 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:07.116 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:07.137 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:07.140 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:07.156 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:07.177 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:07.180 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:07.210 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 30 0c 1a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 3c 00 00 00 1e 00 00 e7 7e
00:10:07.216 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:07.237 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:10:07.241 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:10:07.256 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:10:07.276 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
