Idle condition ::
Set and measured temp is 25 degrees;
=====================================

PS C:\Users\DELL> python -m serial.tools.miniterm COM3 115200
--- Miniterm on COM3  115200,8,N,1 ---
--- Quit: Ctrl+] | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H ---
00:01:51.750 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:51.754 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:51.769 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:51.790 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:51.794 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:51.809 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:51.830 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:51.833 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:51.849 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:51.870 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:51.874 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:51.889 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:51.911 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:01:51.929 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:01:51.933 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:01:51.965 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:51.965 V: [rs485]: Set SPA id 0x0A
00:01:51.966 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:01:51.967 V: [rs485]: Sent Existing Client Response
00:01:51.990 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:51.993 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.009 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.030 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.034 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.049 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.069 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.073 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.089 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.112 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.116 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.129 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.149 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.153 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.169 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.190 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.194 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.225 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:52.229 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.250 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.254 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.269 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.290 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.294 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.309 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.330 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.334 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.349 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.369 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.373 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.389 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.410 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.414 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.430 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.449 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.453 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.470 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.490 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.494 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.526 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:52.529 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.550 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.554 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.570 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.589 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.593 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.610 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.630 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.634 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.649 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.669 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.673 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.689 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.711 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.715 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.730 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.750 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.754 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.769 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.791 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.794 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.825 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:52.830 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.850 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.854 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.870 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:52.890 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:52.893 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:52.912 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:01:52.930 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:01:52.950 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:01:52.954 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:01:52.969 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:01:52.991 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:01:52.994 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:01:53.010 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:01:53.031 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:01:53.035 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:01:53.050 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:01:53.070 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:01:53.074 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:01:53.090 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:01:53.125 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:53.125 V: [rs485]: Set SPA id 0x0A
00:01:53.127 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:01:53.127 V: [rs485]: Sent Existing Client Response
00:01:53.150 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.170 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.174 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.190 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.210 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.214 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.230 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.250 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.254 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.270 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.291 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.295 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.310 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.330 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.334 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.350 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.370 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.374 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.390 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.425 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:53.430 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.434 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.450 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.471 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.474 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.490 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.511 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.514 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.530 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.550 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.554 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.570 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.591 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.595 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.610 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.630 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.634 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.650 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.671 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.674 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.690 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.728 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:53.731 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.735 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.750 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.771 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.774 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.790 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.811 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.815 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.830 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.851 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.855 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.870 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:53.891 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:53.895 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:53.911 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:01:53.930 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:01:53.951 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:01:53.955 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:01:53.970 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:01:53.991 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:01:53.994 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:01:54.026 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:54.026 V: [rs485]: Set SPA id 0x0A
00:01:54.027 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:01:54.028 V: [rs485]: Sent Existing Client Response
00:01:54.051 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.056 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.070 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.091 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.095 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.110 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.131 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.135 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.150 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.171 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.175 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.190 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.211 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.215 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.230 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.251 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.255 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.270 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.291 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.295 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.326 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:54.330 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.351 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.355 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.370 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.391 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.395 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.410 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.431 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.435 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.450 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.471 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.475 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.490 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.513 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.516 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.530 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.551 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.555 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.570 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.590 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.594 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.626 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:54.630 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.651 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.655 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.671 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.691 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.695 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.710 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.731 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.735 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.751 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.772 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.776 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.791 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.810 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.814 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.831 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.851 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.855 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.871 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:54.891 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.894 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.912 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:01:54.931 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:01:54.965 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:54.965 V: [rs485]: Set SPA id 0x0A
00:01:54.967 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:01:54.967 V: [rs485]: Sent Existing Client Response
00:01:54.972 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:54.976 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:54.991 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.011 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.015 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.031 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.051 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.055 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.071 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.092 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.095 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.111 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.132 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.136 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.151 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.171 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.175 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.191 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.226 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:55.232 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.235 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.251 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.271 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.275 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.291 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.314 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.318 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.331 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.352 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.356 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.371 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.392 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.395 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.411 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.432 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.435 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.451 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.472 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.475 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.491 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.526 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 32 0c 03 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 32 00 00 00 1e 00 00 e9 7e
00:01:55.531 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:01:55.535 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:01:55.551 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:01:55.572 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
