Date : 21/4/25
Set Temp : 35 degree
Measured temp : 24.5 degree

Started getting logs and then gave stimulus to the sensors;
It went upto 33 degrees
Redused set temp to 33 degrees

PS C:\Users\DELL> python -m serial.tools.miniterm COM3 115200
--- Miniterm on COM3  115200,8,N,1 ---
--- Quit: Ctrl+] | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H ---
00:05:39.023 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.043 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:05:39.063 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:39.067 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:39.083 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:39.104 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:39.107 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:39.123 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:39.143 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:39.147 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:39.163 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:39.183 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:39.187 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:39.203 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:39.223 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:39.226 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:39.259 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 d0 7e
00:05:39.259 V: [rs485]: Set SPA id 0x0A
00:05:39.261 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:05:39.261 V: [rs485]: Sent Existing Client Response
00:05:39.281 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.288 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.303 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.324 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.327 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.343 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.363 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.367 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.383 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.404 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.407 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.423 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.443 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.446 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.464 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.484 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.487 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.503 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.524 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.527 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.558 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 d0 7e
00:05:39.564 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.583 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.587 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.603 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.624 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.628 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.645 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.663 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.668 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.683 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.704 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.708 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.723 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.744 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.748 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.764 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.784 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.788 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.803 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.824 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.828 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.858 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 d0 7e
00:05:39.863 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.884 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.888 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.904 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.924 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.928 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.944 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:39.964 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:39.968 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:39.984 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.004 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.008 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.023 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.044 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:05:40.064 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:40.068 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:40.084 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:40.104 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:40.108 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:40.124 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:40.158 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 d0 7e
00:05:40.159 V: [rs485]: Set SPA id 0x0A
00:05:40.160 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:05:40.160 V: [rs485]: Sent Existing Client Response
00:05:40.164 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.168 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.184 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.205 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.208 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.224 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.244 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.248 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.264 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.284 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.288 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.304 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.325 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.328 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.344 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.365 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.368 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.385 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.405 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.408 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.424 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.461 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 d0 7e
00:05:40.464 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.468 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.484 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.505 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.508 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.524 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.545 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.549 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.564 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.585 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.589 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.604 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.625 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.628 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.644 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.664 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.668 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.684 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.705 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.708 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.724 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.759 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0a 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 d0 7e
00:05:40.765 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.768 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.784 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.805 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.808 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.824 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.846 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.849 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.864 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.884 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.888 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.904 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.925 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.929 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.945 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:40.964 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:40.968 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:40.985 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.005 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.009 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.024 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.046 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:05:41.065 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:41.069 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:41.099 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 69 7e
00:05:41.100 V: [rs485]: Set SPA id 0x0A
00:05:41.101 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:05:41.101 V: [rs485]: Sent Existing Client Response
00:05:41.105 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.125 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.129 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.145 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.165 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.169 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.185 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.206 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.209 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.225 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.248 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.251 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.265 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.286 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.289 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.306 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.325 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.328 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.360 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 69 7e
00:05:41.362 V: [Mess]: Status Response: 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00
00:05:41.788 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.793 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.797 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.800 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.805 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.808 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.812 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.817 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.820 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.824 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.828 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.832 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.835 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.840 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.844 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.847 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.851 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.855 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.859 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.863 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.866 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.881 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 69 7e
00:05:41.884 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.888 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.892 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.895 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.900 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.903 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.907 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.911 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.915 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.919 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.923 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.927 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.931 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.935 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.939 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.943 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.947 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.951 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.954 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.959 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.962 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:41.978 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:41.986 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:41.990 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.005 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.026 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.031 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.048 V: [rs485]: Received: 10 - 7e 05 fe bf 00 ac 7e
00:05:42.066 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:42.086 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:42.090 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:42.105 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:42.126 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:42.130 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:42.146 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:42.166 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:42.170 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:42.186 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:42.206 V: [rs485]: Received: 0 - 7e 05 10 bf 06 5c 7e
00:05:42.210 V: [rs485]: Received: 0 - 7e 05 10 bf 07 5b 7e
00:05:42.227 V: [rs485]: Received: 0 - 7e 05 0a bf 06 79 7e
00:05:42.260 V: [rs485]: Received: 0 - 7e 20 ff af 13 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 69 7e
00:05:42.261 V: [rs485]: Set SPA id 0x0A
00:05:42.262 V: [rs485]: Sent: 7e 08 0a bf 05 04 37 00 ca 7e
00:05:42.263 V: [rs485]: Sent Existing Client Response
00:05:42.268 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.286 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.306 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.310 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.326 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.346 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.350 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.366 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.387 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.390 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.406 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.427 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.431 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.446 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.467 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.470 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.486 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.507 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.510 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.526 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.561 V: [rs485]: Received: 10 - 7e 20 ff af 13 00 03 31 0c 0b 00 28 03 06 03 18 00 00 02 00 00 00 00 02 02 46 00 00 00 1e 00 00 69 7e
00:05:42.566 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.570 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.587 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.607 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.610 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.626 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.647 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.650 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.666 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.687 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.690 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.706 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.727 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.730 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.746 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.766 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.770 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
00:05:42.786 V: [rs485]: Received: 10 - 7e 05 0a bf 06 79 7e
00:05:42.807 V: [rs485]: Received: 10 - 7e 05 10 bf 06 5c 7e
00:05:42.811 V: [rs485]: Received: 10 - 7e 05 10 bf 07 5b 7e
